Category,Tag,Repository,Stars,Language,Link,Description (EN),Description (RU)
ROBOTICS,robotics,Embodied_AI_Paper_List,1986,Multi,https://github.com/HCPLab-SYSU/Embodied_AI_Paper_List,[Embodied-AI-Survey-2025] Paper List and Resource Repository for Embodied AI,[Embodied-AI-Survey-2025] Список статей и репозиторий ресурсов по Embodied AI
LOW_LEVEL,embedded,shellhub,1982,TypeScript,https://github.com/shellhub-io/shellhub,:computer: Get seamless remote access to any Linux device. Centralized SSH for the edge and cloud computing,:computer: Получите беспрепятственный удаленный доступ к любому устройству Linux. Централизованный SSH для периферийных и облачных вычислений
LOW_LEVEL,assembly,lc3-vm,1979,Makefile,https://github.com/justinmeiners/lc3-vm,Write your own virtual machine for the LC-3 computer!,Напишите свою виртуальную машину для компьютера LC-3!
LOW_LEVEL,fpga,amaranth,1975,Python,https://github.com/amaranth-lang/amaranth,A modern hardware definition language and toolchain based on Python,Современный язык определения оборудования и набор инструментов на основе Python.
LOW_LEVEL,os,chimeraos,1967,Shell,https://github.com/ChimeraOS/chimeraos,A Steam Big Picture based couch gaming OS,ОС для диванных игр на базе Steam Big Picture
ROBOTICS,robotics,ASAP,1966,Python,https://github.com/LeCAR-Lab/ASAP,"[RSS 2025] ""ASAP: Aligning Simulation and Real-World Physics for Learning Agile Humanoid Whole-Body Skills""",[RSS 2025] «Как можно скорее: согласование моделирования и реальной физики для обучения навыкам гибкого взаимодействия с всем телом гуманоида»
ROBOTICS,robotics,MATLAB-Simulink-Challenge-Project-Hub,1965,HTML,https://github.com/mathworks/MATLAB-Simulink-Challenge-Project-Hub,This MATLAB and Simulink Challenge Project Hub contains a list of research and design project ideas. These projects will help you gain practical experience and insight into technology trends and industry directions.,Этот хаб проектов MATLAB и Simulink Challenge содержит список идей исследовательских и проектных проектов. Эти проекты помогут вам получить практический опыт и понимание технологических тенденций и направлений отрасли.
LOW_LEVEL,fpga,SpinalHDL,1964,Scala,https://github.com/SpinalHDL/SpinalHDL,Scala based HDL,HDL на основе Scala
LOW_LEVEL,assembly,redox-keyboard,1959,Multi,https://github.com/mattdibi/redox-keyboard,Ergonomic split mechanical keyboard,Эргономичная разделенная механическая клавиатура.
LOW_LEVEL,kernel,TripleCross,1953,C,https://github.com/h3xduck/TripleCross,"A Linux eBPF rootkit with a backdoor, C2, library injection, execution hijacking, persistence and stealth capabilities.","Руткит Linux eBPF с бэкдором, C2, внедрением библиотек, перехватом выполнения, возможностями сохранения и скрытности."
ROBOTICS,robotics,Awesome-World-Model,1951,Multi,https://github.com/LMD0311/Awesome-World-Model,"Collect some World Models for Autonomous Driving (and Robotic, etc.) papers. ",Соберите несколько статей о мировых моделях автономного вождения (и робототехники и т. д.).
LOW_LEVEL,fpga,basic_verilog,1945,Verilog,https://github.com/pConst/basic_verilog,Must-have verilog systemverilog modules,Необходимые модули verilog systemverilog
UAV,uav,gym-pybullet-drones,1940,Python,https://github.com/utiasDSL/gym-pybullet-drones,PyBullet Gymnasium environments for single and multi-agent reinforcement learning of quadcopter control,Среды PyBullet Gymnasium для одно- и многоагентного обучения управлению квадрокоптером с подкреплением
ROBOTICS,robotics,awesome-NeRF-and-3DGS-SLAM,1935,Multi,https://github.com/3D-Vision-World/awesome-NeRF-and-3DGS-SLAM,"A comprehensive list of Implicit Representations, NeRF and 3D Gaussian Splatting papers relating to SLAM/Robotics domain, including papers, videos, codes, and related websites","Полный список статей о неявных представлениях, NeRF и 3D Gaussian Splatting, относящихся к области SLAM/робототехники, включая документы, видео, коды и связанные веб-сайты."
LOW_LEVEL,embedded,flutter-pi,1933,C,https://github.com/ardera/flutter-pi,A light-weight Flutter Engine Embedder for Linux Embedded that runs without X11 or Wayland.,"Легкий Flutter Engine Embedder для Linux Embedded, работающий без X11 или Wayland."
ROBOTICS,ros,turtlebot3,1929,C++,https://github.com/ROBOTIS-GIT/turtlebot3,ROS packages for Turtlebot3,Пакеты ROS для Turtlebot3
